# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       6.163957332325e+06       1.989033003784e-11       7.518382483613e-02       8.199570569569e+07       1.456767422426e+04       2.363363513972e-03       8.979453691721e+10       4.340622526636e-02       3.972078739223e+15       5.741053577568e+11       2.882409143683e+12       3.601553394783e-08       2.747760498809e+15       6.723295752534e+15       2.001488292948e-04       6.090302739220e-02 
       6.121109520134e+06       2.016974533880e-11       7.571004396050e-02       8.085985214911e+07       1.456767369804e+04       2.379906987486e-03       8.917034072695e+10       4.371002149542e-02       3.862779838109e+15       5.622159729650e+11       2.822716143132e+12       3.601553394783e-08       2.672150919351e+15       6.538315689576e+15       2.002338634860e-04       6.088245089751e-02 
       6.078559557681e+06       2.045308563904e-11       7.623994566711e-02       7.973973412195e+07       1.456767316814e+04       2.396566264316e-03       8.855048353703e+10       4.401594363306e-02       3.756488492473e+15       5.505728102774e+11       2.764259349203e+12       3.601553394783e-08       2.598621873207e+15       6.358425197839e+15       2.003189050905e-04       6.086192889505e-02 
       6.036305374509e+06       2.074040607016e-11       7.677355572196e-02       7.863513361564e+07       1.456767263453e+04       2.413342155071e-03       8.793493518557e+10       4.432400655131e-02       3.653121944041e+15       5.391707705813e+11       2.707013160794e+12       3.601553394783e-08       2.527116110777e+15       6.183484238749e+15       2.004039541633e-04       6.084146159175e-02 
       5.994344914558e+06       2.103176253809e-11       7.731090006928e-02       7.754583565179e+07       1.456767209718e+04       2.430235476035e-03       8.732366572038e+10       4.463422522615e-02       3.552599711780e+15       5.280048603637e+11       2.650952506989e+12       3.601553394783e-08       2.457577957787e+15       6.013356626934e+15       2.004890107599e-04       6.082104919620e-02 
       5.952676136056e+06       2.132721173395e-11       7.785200483704e-02       7.647162823035e+07       1.456767155608e+04       2.447247049204e-03       8.671664539745e+10       4.494661473828e-02       3.454843529237e+15       5.170701895240e+11       2.596052836074e+12       3.601553394783e-08       2.389953271938e+15       5.847909924201e+15       2.005740749363e-04       6.080069191870e-02 
       5.911297011427e+06       2.162681114509e-11       7.839689633329e-02       7.541230228836e+07       1.456767101119e+04       2.464377702330e-03       8.611384467956e+10       4.526119027383e-02       3.359777283600e+15       5.063619692330e+11       2.542290104787e+12       3.601553394783e-08       2.324189400756e+15       5.687015336431e+15       2.006591467487e-04       6.078038997123e-02 
       5.870205527188e+06       2.193061906623e-11       7.894560105160e-02       7.436765165923e+07       1.456767046248e+04       2.481628268957e-03       8.551523423479e+10       4.557796712507e-02       3.267326956438e+15       4.958755098349e+11       2.489640767787e+12       3.601553394783e-08       2.260235140593e+15       5.530547613308e+15       2.007442262538e-04       6.076014356751e-02 
       5.829399683852e+06       2.223869461085e-11       7.949814567110e-02       7.333747303263e+07       1.456766990994e+04       2.498999588464e-03       8.492078493513e+10       4.589696069121e-02       3.177420566067e+15       4.856062187941e+11       2.438081767344e+12       3.601553394783e-08       2.198040696759e+15       5.378384950812e+15       2.008293135089e-04       6.073995292297e-02 
       5.788877495833e+06       2.255109772266e-11       8.005455705279e-02       7.232156591493e+07       1.456766935353e+04       2.516492506107e-03       8.433046785503e+10       4.621818647911e-02       3.089988111511e+15       4.755495986835e+11       2.387590523238e+12       3.601553394783e-08       2.137557644756e+15       5.230408896388e+15       2.009144085715e-04       6.071981825479e-02 
       5.748636991345e+06       2.286788918725e-11       8.061486225415e-02       7.131973259016e+07       1.456766879322e+04       2.534107873057e-03       8.374425427004e+10       4.654166010400e-02       3.004961517993e+15       4.657012452153e+11       2.338144922873e+12       3.601553394783e-08       2.078738892572e+15       5.086504256733e+15       2.009995114997e-04       6.069973978189e-02 
       5.708676212310e+06       2.318913064394e-11       8.117908851273e-02       7.033177808153e+07       1.456766822900e+04       2.551846546444e-03       8.316211565536e+10       4.686739729032e-02       2.922274583937e+15       4.560568453115e+11       2.289723311591e+12       3.601553394783e-08       2.021538644016e+15       4.946559008110e+15       2.010846223518e-04       6.067971772495e-02 
       5.668993214262e+06       2.351488459775e-11       8.174726326433e-02       6.935751011347e+07       1.456766766082e+04       2.569709389396e-03       8.258402368448e+10       4.719541387240e-02       2.841862929421e+15       4.466121752155e+11       2.242304483190e+12       3.601553394783e-08       1.965912363061e+15       4.810464209141e+15       2.011697411867e-04       6.065975230643e-02 
       5.629586066250e+06       2.384521443155e-11       8.231941413032e-02       6.839673907425e+07       1.456766708867e+04       2.587697271085e-03       8.200995022781e+10       4.752572579527e-02       2.763663946052e+15       4.373630986424e+11       2.195867670635e+12       3.601553394783e-08       1.911816739169e+15       4.678113915991e+15       2.012548680638e-04       6.063984375058e-02 
       5.590452850747e+06       2.418018441841e-11       8.289556892851e-02       6.744927797900e+07       1.456766651251e+04       2.605811066765e-03       8.143986735129e+10       4.785834911544e-02       2.687616748220e+15       4.283055649668e+11       2.150392536963e+12       3.601553394783e-08       1.859209653568e+15       4.549405099889e+15       2.013400030428e-04       6.061999228343e-02 
       5.551591663554e+06       2.451985973409e-11       8.347575567313e-02       6.651494243341e+07       1.456766593233e+04       2.624051657818e-03       8.087374731502e+10       4.819330000165e-02       2.613662125688e+15       4.194356074498e+11       2.105859166379e+12       3.601553394783e-08       1.808050146459e+15       4.424237566920e+15       2.014251461838e-04       6.060019813284e-02 
       5.513000613711e+06       2.486430646969e-11       8.406000256946e-02       6.559355059776e+07       1.456766534808e+04       2.642419931794e-03       8.031156257197e+10       4.853059473565e-02       2.541742497498e+15       4.107493415010e+11       2.062248055532e+12       3.601553394783e-08       1.758298385126e+15       4.302513880021e+15       2.015102975476e-04       6.058046152848e-02 
       5.474677823399e+06       2.521359164455e-11       8.464833802100e-02       6.468492315156e+07       1.456766475975e+04       2.660916782457e-03       7.975328576656e+10       4.887024971305e-02       2.471801867134e+15       4.022429629775e+11       2.019540104971e+12       3.601553394783e-08       1.709915632921e+15       4.184139283123e+15       2.015954571951e-04       6.056078270185e-02 
       5.436621427857e+06       2.556778321925e-11       8.524079063500e-02       6.378888325865e+07       1.456766416729e+04       2.679543109827e-03       7.919888973340e+10       4.921228144401e-02       2.403785778923e+15       3.939127465182e+11       1.977716610787e+12       3.601553394783e-08       1.662864219106e+15       4.069021627386e+15       2.016806251880e-04       6.054116188631e-02 
       5.398829575283e+06       2.592695010885e-11       8.583738921152e-02       6.290525653279e+07       1.456766357069e+04       2.698299820222e-03       7.864834749590e+10       4.955670655416e-02       2.337641275640e+15       3.857550439118e+11       1.936759256416e+12       3.601553394783e-08       1.617107509516e+15       3.957071299457e+15       2.017658015882e-04       6.052159931706e-02 
       5.361300426749e+06       2.629116219627e-11       8.643816275799e-02       6.203387100369e+07       1.456766296992e+04       2.717187826306e-03       7.810163226503e+10       4.990354178530e-02       2.273316857269e+15       3.777662824992e+11       1.896650104618e+12       3.601553394783e-08       1.572609878047e+15       3.848201151703e+15       2.018509864581e-04       6.050209523120e-02 
       5.324032156109e+06       2.666049034589e-11       8.704314048009e-02       6.117455708357e+07       1.456766236494e+04       2.736208047132e-03       7.755871743796e+10       5.025280399628e-02       2.210762440913e+15       3.699429636091e+11       1.857371589624e+12       3.601553394783e-08       1.529336678905e+15       3.742326434371e+15       2.019361798607e-04       6.048264986767e-02 
       5.287022949913e+06       2.703500641735e-11       8.765235179089e-02       6.032714753411e+07       1.456766175573e+04       2.755361408183e-03       7.701957659679e+10       5.060451016379e-02       2.149929321792e+15       3.622816610255e+11       1.818906509441e+12       3.601553394783e-08       1.487254219640e+15       3.639364729603e+15       2.020213818593e-04       6.046326346736e-02 
       5.250271007315e+06       2.741478327950e-11       8.826582630718e-02       5.949147743397e+07       1.456766114226e+04       2.774648841424e-03       7.648418350725e+10       5.095867738317e-02       2.090770135328e+15       3.547790194872e+11       1.781238018319e+12       3.601553394783e-08       1.446329734910e+15       3.539235887276e+15       2.021065925179e-04       6.044393627302e-02 
       5.213774539989e+06       2.779989482456e-11       8.888359385310e-02       5.866738414660e+07       1.456766052449e+04       2.794071285340e-03       7.595251211745e+10       5.131532286928e-02       2.033238820262e+15       3.474317532187e+11       1.744349619374e+12       3.601553394783e-08       1.406531360970e+15       3.441861962605e+15       2.021918119006e-04       6.042466852936e-02 
       5.177531772038e+06       2.819041598256e-11       8.950568446380e-02       5.785470728868e+07       1.456765990240e+04       2.813629684987e-03       7.542453655658e+10       5.167446395729e-02       1.977290582794e+15       3.402366444906e+11       1.708225157361e+12       3.601553394783e-08       1.367828110863e+15       3.347167155459e+15       2.022770400724e-04       6.040546048300e-02 
       5.141540939913e+06       2.858642273581e-11       9.013212837999e-02       5.705328869882e+07       1.456765927596e+04       2.833324992036e-03       7.490023113369e+10       5.203611810354e-02       1.922881861706e+15       3.331905422111e+11       1.672848811602e+12       3.601553394783e-08       1.330189850291e+15       3.255077751351e+15       2.023622770985e-04       6.038631238251e-02 
       5.105800292321e+06       2.898799213376e-11       9.076295605701e-02       5.626297240683e+07       1.456765864513e+04       2.853158164819e-03       7.437957033638e+10       5.240030288639e-02       1.869970294443e+15       3.262903605453e+11       1.638205089056e+12       3.601553394783e-08       1.293587274159e+15       3.165522064051e+15       2.024475230445e-04       6.036722447844e-02 
