# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:dd                     4:dT                 
  280       1.772841933580e+14       4.284651451223e+02       7.892146253899e+05 
  281       1.785535194243e+14       4.254992711442e+02       8.000592663247e+05 
  282       1.798151453880e+14       4.225234396104e+02       8.096309108913e+05 
  283       1.810700780850e+14       4.195388659851e+02       8.179077211921e+05 
  284       1.823193583324e+14       4.165467274764e+02       8.248681553600e+05 
  285       1.835640612433e+14       4.135481603822e+02       8.304909801014e+05 
  286       1.848052965428e+14       4.105442573817e+02       8.347552833536e+05 
  287       1.860442088827e+14       4.075360647757e+02       8.376404870566e+05 
  288       1.872819781574e+14       4.045245796732e+02       8.391263600384e+05 
  289       1.885198198190e+14       4.015107471243e+02       8.391930310146e+05 
  290       1.897589851923e+14       3.984954571996e+02       8.378210017026e+05 
  291       1.910007617910e+14       3.954795420157e+02       8.349911600487e+05 
  292       1.922464736320e+14       3.924637727047e+02       8.306847935706e+05 
  293       1.934974815518e+14       3.894488563306e+02       8.248836028131e+05 
  294       1.947551835208e+14       3.864354327486e+02       8.175697149178e+05 
  295       1.960210149595e+14       3.834240714094e+02       8.087256973080e+05 
  296       1.972964490534e+14       3.804152681078e+02       7.983345714860e+05 
  297       1.985829970683e+14       3.774094416731e+02       7.863798269459e+05 
  298       1.998822086660e+14       3.744069306047e+02       7.728454351998e+05 
  299       2.011956722192e+14       3.714079896485e+02       7.577158639181e+05 
  300       2.025250151273e+14       3.684127863168e+02       7.409760911839e+05 
  301       2.038719041313e+14       3.654213973495e+02       7.226116198619e+05 
  302       2.052380456294e+14       3.624338051168e+02       7.026084920807e+05 
  303       2.066251859924e+14       3.594498939635e+02       6.809533038296e+05 
  304       2.080351118787e+14       3.564694464936e+02       6.576332196692e+05 
  305       2.094696505501e+14       3.534921397953e+02       6.326359875566e+05 
  306       2.109306701868e+14       3.505175416063e+02       6.059499537840e+05 
  307       2.124200802029e+14       3.475451064182e+02       5.775640780318e+05 
